1 129 139 137 
5 132 140 124 
10 173 166 148 
25 233 159 150 
50 262 171 160 
75 266 200 173 
100 274 220 159 
250 284 256 212 
500 293 289 247 
750 293 294 264 
1000 292 295 266 
2500 293 299 291 
5000 297 299 294 
7500 299 300 299 
10000 295 300 300 
